Address,General Price,Price/m,Area,Size,Rooms,Floor,Year,Link
Roseni 12,172500,5750,"Kesklinna linnaosa, Tallinn, Harju maakond",30,1,5/7,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-roseni-/7921015?i=13
Seebi tn 1,290000,6444.44,"Kristiine linnaosa, Tallinn, Harju maakond",45,1,19/20,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-seebi-tn/7891362?i=14
Vabaõhumuuseumi tee 1,715000,4440.99,"Haabersti linnaosa, Tallinn, Harju maakond",161,4,6/8,2017,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vabaohumuuseumi-tee/6625051?i=15
Kivila tn 2,74900,2283.54,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.8,1,5/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kivila-tn/3219575?i=16
Võru tn 1,180000,2208.59,"Lasnamäe linnaosa, Tallinn, Harju maakond",81.5,4,9/9,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-voru-tn/8979214?i=17
Kohtu tn 2,960000,5028.81,"Vanalinn, Tallinn, Harju maakond",190.9,5,1/2,2004,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-vanalinn-kohtu-tn/2892465?i=18
Linnamäe tee 79,97500,2972.56,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.8,2,5/9,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/6794917?i=19
Jalami tn 10/1,349000,4120.43,"Haabersti linnaosa, Tallinn, Harju maakond",84.7,4,3/3,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jalami-tn/5748090?i=20
"Vesipapi tn 8, Lõvirahu elamurajoon",239000,4345.45,"Kristiine linnaosa, Tallinn, Harju maakond",55,2,2/13,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-vesipapi-tn/8458063?i=21
Ankru tn 13,185000,2503.38,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",73.9,4,4/5,1971,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-ankru-tn/4642262?i=22
Vindi tn 13,115000,2446.81,"Kristiine linnaosa, Tallinn, Harju maakond",47,2,5/5,1978,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-vindi-tn/2522423?i=23
Ehte tn 1,105000,2441.86,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",43,2,5/5,1966,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-ehte-tn/3887256?i=24
"L. Koidula tn 2, Kadriorg",1150000,6764.71,"Kadriorg, Tallinn, Harju maakond",170,7,1/3,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kadriorg-l-koidula-tn/7154391?i=25
K. Kärberi tn 39,175000,2198.49,"Lasnamäe linnaosa, Tallinn, Harju maakond",79.6,5,4/9,1985,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-k-karberi-tn/5600278?i=26
Läänemere tee 2,83500,2545.73,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.8,1,5/9,1990,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/5345876?i=27
"Juurdeveo tn 19, Kitseküla",219000,4132.08,"Kesklinna linnaosa, Tallinn, Harju maakond",53,2,1/4,2011,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-juurdeveo-tn/4827968?i=28
"Kaupmehe tn 7, Südalinn",475000,3800,"Kesklinna linnaosa, Tallinn, Harju maakond",125,4,6/8,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kaupmehe-tn/8332876?i=29
Vormsi tn 16,118900,1834.88,"Lasnamäe linnaosa, Tallinn, Harju maakond",64.8,3,8/9,1989,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-vormsi-tn/2991265?i=30
Mustamäe tee 175,88900,3013.56,"Mustamäe linnaosa, Tallinn, Harju maakond",29.5,1,1/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/4386322?i=31
Koskla tn 7,222000,2502.82,"Kristiine linnaosa, Tallinn, Harju maakond",88.7,3,5/5,1982,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-koskla-tn/4785206?i=32
Linnamäe tee 1,121000,2444.44,"Lasnamäe linnaosa, Tallinn, Harju maakond",49.5,2,8/9,1988,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/3721580?i=33
Mahla 58,169000,3313.73,"Nõmme linnaosa, Tallinn, Harju maakond",51,3,1/3,1973,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-mahla/8242939?i=34
Villardi tn 1a,320000,3368.42,"Kesklinna linnaosa, Tallinn, Harju maakond",95,3,3/3,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-villardi-tn/7734184?i=35
Majaka tn 39,106000,2371.36,"Lasnamäe linnaosa, Tallinn, Harju maakond",44.7,2,1/2,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-majaka-tn/7011204?i=36
Kotermaa tn 13-17,159900,3338.2,"Haabersti linnaosa, Tallinn, Harju maakond",47.9,2,2/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-kotermaa-tn/1460553?i=37
Sinimäe tn 11,132000,2018.35,"Lasnamäe linnaosa, Tallinn, Harju maakond",65.4,3,11/17,1991,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-sinimae-tn/9214622?i=38
Padriku tee 1/4,475000,5379.39,"Pirita linnaosa, Tallinn, Harju maakond",88.3,3,2/2,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/7431719?i=39
Pille tn 11/5,425000,5366.16,"Kesklinna linnaosa, Tallinn, Harju maakond",79.2,3,4/6,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pille-tn/3472510?i=40
Sõle tn 58-12,52000,3250,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",16,1,1/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/5659135?i=41
Kivila tn 38,92900,1872.98,"Lasnamäe linnaosa, Tallinn, Harju maakond",49.6,2,8/9,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kivila-tn/7264244?i=42
Linnamäe tee 32,105000,2000,"Lasnamäe linnaosa, Tallinn, Harju maakond",52.5,2,2/5,1986,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/5947284?i=43
E. Vilde tee 57,229000,3741.83,"Mustamäe linnaosa, Tallinn, Harju maakond",61.2,4,4/5,1965,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/5270755?i=44
Soo tn,599000,4716.54,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",127,4,3/2,2013,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-soo-tn/4546222?i=45
Padriku tee 16/4,289000,3211.11,"Pirita linnaosa, Tallinn, Harju maakond",90,3,N/A,2009,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/3890076?i=46
Aarde tn 13-3,265000,3774.93,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",70.2,3,2/2,1932,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-aarde-tn/6776080?i=47
Priisle tee 2,169900,2822.26,"Lasnamäe linnaosa, Tallinn, Harju maakond",60.2,2,1/2,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-priisle-tee/7806529?i=48
Vahulille tee 6/1-8,194900,3401.4,"Pirita linnaosa, Tallinn, Harju maakond",57.3,2,N/A,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-vahulille-tee/3755648?i=49
Kuklase tn 14,173900,3684.32,"Mustamäe linnaosa, Tallinn, Harju maakond",47.2,2,4/8,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kuklase-tn/6395587?i=0
"Liikuri tn 41/3, Vana-Kuuli",205000,3673.84,"Lasnamäe linnaosa, Tallinn, Harju maakond",55.8,2,8/8,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-liikuri-tn/9172626?i=1
Pae tn 25,149050,1375,"Lasnamäe linnaosa, Tallinn, Harju maakond",108.4,4,2/4,1954,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/2993450?i=2
Liikuri tn 10-57,206000,3322.58,"Lasnamäe linnaosa, Tallinn, Harju maakond",62,3,6/10,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-liikuri-tn/3048163?i=3
Narva mnt 5,1690000,7222.22,"Kesklinna linnaosa, Tallinn, Harju maakond",234,5,8/8,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/3639911?i=4
Tartu mnt 56-37,650000,6074.77,"Kesklinna linnaosa, Tallinn, Harju maakond",107,3,5/8,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/5655378?i=5
Mustakivi tee 25,124400,3034.15,"Lasnamäe linnaosa, Tallinn, Harju maakond",41,2,3/12,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mustakivi-tee/5072707?i=6
Nisu tn 25,278800,2099.4,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",132.8,4,3/4,2005,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-nisu-tn/1699307?i=7
Maardu linn,210000,3250.77,"Lasnamäe linnaosa, Tallinn, Harju maakond",64.6,3,2/4,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-maardu-linn/6667750?i=8
Võistluse tn 1,229000,4711.93,"Kesklinna linnaosa, Tallinn, Harju maakond",48.6,2,5/6,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-voistluse-tn/4280979?i=9
Seebi tn 32,111900,2443.23,"Kristiine linnaosa, Tallinn, Harju maakond",45.8,2,1/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-seebi-tn/7514204?i=10
Kuklase tn 14,173900,3684.32,"Mustamäe linnaosa, Tallinn, Harju maakond",47.2,2,4/8,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kuklase-tn/2091058?i=11
Vana-Kalamaja tn 36,1200000,6798.87,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",176.5,4,4/4,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vana-kalamaja-tn/3640980?i=12
Müürivahe tn 31,1890000,7809.92,"Vanalinn, Tallinn, Harju maakond",242,6,N/A,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-vanalinn-muurivahe-tn/7832118?i=13
Lauri tee 33,280000,3294.12,"Pirita linnaosa, Tallinn, Harju maakond",85,2,1/3,2001,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-lauri-tee/7135510?i=14
Padriku tee 9/5-10,194000,2926.09,"Pirita linnaosa, Tallinn, Harju maakond",66.3,2,3/3,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/9021247?i=15
"Pirita tee 20a/1, Meerhof",456000,7113.88,"Kesklinna linnaosa, Tallinn, Harju maakond",64.1,2,2/10,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pirita-tee/2324340?i=16
Meeliku tn 21/1,175300,2533.24,"Lasnamäe linnaosa, Tallinn, Harju maakond",69.2,2,N/A,2013,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-meeliku-tn/4803673?i=17
Läänemere tee 2,165000,2745.42,"Lasnamäe linnaosa, Tallinn, Harju maakond",60.1,3,4/7,1990,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/6571475?i=18
Valge tn 6a/2,277500,4475.81,"Lasnamäe linnaosa, Tallinn, Harju maakond",62,2,3/3,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-valge-tn/8885515?i=19
Sõpruse pst 250-84,128000,2136.89,"Mustamäe linnaosa, Tallinn, Harju maakond",59.9,3,3/9,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/4257528?i=20
Pärnu mnt 104a,349000,5007.17,"Kesklinna linnaosa, Tallinn, Harju maakond",69.7,3,7/8,2014,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/4739640?i=21
Juhkentali tn 40,174700,4313.58,"Kesklinna linnaosa, Tallinn, Harju maakond",40.5,2,1/3,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-juhkentali-tn/4751448?i=22
Manufaktuuri tn 12/1-6,349990,4374.88,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",80,4,2/4,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/4160240?i=23
Manufaktuuri tn 12/1-1,436990,4519.03,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",96.7,4,1/4,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/5336350?i=24
"Tõnismägi 11a, Uus-Maailm",414900,5251.9,"Kesklinna linnaosa, Tallinn, Harju maakond",79,3,4/7,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tonismagi/7167286?i=25
Gonsiori tn 5,352500,4718.88,"Kesklinna linnaosa, Tallinn, Harju maakond",74.7,4,5/5,1953,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/4557467?i=26
"Astangu tn 66, Astangu",118000,2478.99,"Haabersti linnaosa, Tallinn, Harju maakond",47.6,2,3/5,1986,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/1841828?i=27
"Pille tn 7/4, Veerenni",244700,5486.55,"Kesklinna linnaosa, Tallinn, Harju maakond",44.6,2,2/6,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pille-tn/2968537?i=28
"Tehnika tn 33, Kassisaba",229700,4350.38,"Kesklinna linnaosa, Tallinn, Harju maakond",52.8,2,5/5,2015,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tehnika-tn/4460507?i=29
Paldiski mnt 227c/2-73,364000,3650.95,"Haabersti linnaosa, Tallinn, Harju maakond",99.7,4,10/10,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paldiski-mnt/6168976?i=30
Paldiski mnt 227c/2-72,231800,3490.96,"Haabersti linnaosa, Tallinn, Harju maakond",66.4,3,10/10,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paldiski-mnt/6693474?i=31
Paldiski mnt 227c/2-69,184800,4106.67,"Haabersti linnaosa, Tallinn, Harju maakond",45,2,9/10,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paldiski-mnt/2987101?i=32
Võistluse tn 43,120000,3380.28,"Kesklinna linnaosa, Tallinn, Harju maakond",35.5,2,1/2,1914,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-voistluse-tn/2622615?i=33
Paekaare tn 16,165000,2391.3,"Lasnamäe linnaosa, Tallinn, Harju maakond",69,4,7/9,1979,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekaare-tn/8435634?i=34
Paekaare tn 16,165000,2391.3,"Lasnamäe linnaosa, Tallinn, Harju maakond",69,3,7/9,1979,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekaare-tn/2317236?i=35
Mahla tn 67,65000,3250,"Nõmme linnaosa, Tallinn, Harju maakond",20,1,1/2,1961,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-mahla-tn/6261510?i=36
Kalevipoja põik 3,81000,2469.51,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.8,1,1/9,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kalevipoja-poik/8963664?i=37
Rotermanni tn 10,495000,5992.74,"Kesklinna linnaosa, Tallinn, Harju maakond",82.6,3,3/7,2013,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-rotermanni-tn/4226736?i=38
Pääsküla tn 10,215000,2347.16,"Nõmme linnaosa, Tallinn, Harju maakond",91.6,4,2/5,2002,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-paaskula-tn/4072059?i=39
Paldiski mnt 59,135000,2700,"Kristiine linnaosa, Tallinn, Harju maakond",50,2,1/3,1939,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-paldiski-mnt/5906700?i=40
Sõpruse pst 228,169000,2788.78,"Mustamäe linnaosa, Tallinn, Harju maakond",60.6,3,N/A,1965,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/1437882?i=41
"Rehe tn 7, Hõbemetsa",185000,3606.24,"Haabersti linnaosa, Tallinn, Harju maakond",51.3,2,1/5,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-rehe-tn/1911718?i=42
"Luha tn 30, Uus Maailm",245000,4083.33,"Kesklinna linnaosa, Tallinn, Harju maakond",60,3,3/3,1940,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-luha-tn/2991394?i=43
Peterburi tee,257000,3074.16,"Lasnamäe linnaosa, Tallinn, Harju maakond",83.6,4,6/6,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-peterburi-tee/5611542?i=44
Hõbeda tn 5,269000,3979.29,"Kesklinna linnaosa, Tallinn, Harju maakond",67.6,3,3/5,1935,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-hobeda-tn/3588624?i=45
"Kalaranna tn 8/3, Kalamaja",529900,5716.29,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",92.7,4,2/5,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/9167126?i=46
Jaama tn 6-4,365000,3395.35,"Nõmme linnaosa, Tallinn, Harju maakond",107.5,4,1/4,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-jaama-tn/3669113?i=47
Kadaka pst 142/1,235000,3245.86,"Mustamäe linnaosa, Tallinn, Harju maakond",72.4,3,5/7,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kadaka-pst/4677493?i=48
"Tuukri tn 42--, Sadama",219000,3437.99,"Kesklinna linnaosa, Tallinn, Harju maakond",63.7,3,8/8,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tuukri-tn/5199188?i=49
"Pärnu mnt 102D, Kitseküla",174900,3256.98,"Kesklinna linnaosa, Tallinn, Harju maakond",53.7,2,5/8,2004,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/6124018?i=0
Mustamäe tee 169,125000,2059.31,"Mustamäe linnaosa, Tallinn, Harju maakond",60.7,3,2/5,1967,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/3120059?i=1
"Mustakivi tee 25, Mustakivi",167900,2935.31,"Lasnamäe linnaosa, Tallinn, Harju maakond",57.2,3,12/12,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mustakivi-tee/2452924?i=2
"Spordi tn 11, Lilleküla",159700,4436.11,"Kristiine linnaosa, Tallinn, Harju maakond",36,2,5/5,2014,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-spordi-tn/3600753?i=3
Veerenni tn 47,105000,2822.58,"Kesklinna linnaosa, Tallinn, Harju maakond",37.2,2,1/2,1940,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-veerenni-tn/8125405?i=4
Pärnu mnt 33,500000,5422.99,"Kesklinna linnaosa, Tallinn, Harju maakond",92.2,2,5/8,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/8158458?i=5
"Luise tn 24-5, Kassisaba",130000,6103.29,"Kesklinna linnaosa, Tallinn, Harju maakond",21.3,1,2/3,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-luise-tn/5988909?i=6
"Luise tn 24/1-6, Kassisaba",684600,6000,"Kesklinna linnaosa, Tallinn, Harju maakond",114.1,4,3/3,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-luise-tn/7728548?i=7
"Luise tn 24/1-5, Kassisaba",588120,5800,"Kesklinna linnaosa, Tallinn, Harju maakond",101.4,3,2/3,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-luise-tn/7566328?i=8
"Luise tn 24/1-1, Kassisaba",214600,5800,"Kesklinna linnaosa, Tallinn, Harju maakond",37,2,1/3,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-luise-tn/8154164?i=9
"Kalaranna tn 8/8-9, Kalaranna Kvartal",709000,9219.77,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",76.9,3,3/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/6226819?i=10
"Kalaranna tn 8/5-29, Kalaranna Kvartal",330750,5250,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",63,3,4/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/6879048?i=11
Süsta tn 3,57500,3382.35,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",17,1,2/2,1914,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-susta-tn/9130596?i=12
Lille tn 27,355000,3433.27,"Kristiine linnaosa, Tallinn, Harju maakond",103.4,4,2/4,2014,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-lille-tn/3460805?i=13
Võidu tn 56,149900,2285.06,"Nõmme linnaosa, Tallinn, Harju maakond",65.6,3,2/9,1979,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-voidu-tn/1115024?i=14
"Sammu tn 10-2, Kristiine City",231740,3817.79,"Kristiine linnaosa, Tallinn, Harju maakond",60.7,3,2/7,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sammu-tn/7591866?i=15
"Endla tn 31, Uus Maailm",150000,2851.71,"Kesklinna linnaosa, Tallinn, Harju maakond",52.6,2,4/4,1957,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-endla-tn/3771405?i=16
K. A. Hermanni tn 8a,115000,6318.68,"Kesklinna linnaosa, Tallinn, Harju maakond",18.2,1,N/A,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-k-a-hermanni-tn/9160753?i=17
Marati tn 4a-29,199900,4317.49,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",46.3,3,2/4,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-marati-tn/5776365?i=18
Rõugu tn 2/1,375000,3360.22,"Haabersti linnaosa, Tallinn, Harju maakond",111.6,4,1/4,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-rougu-tn/3178095?i=19
